name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,is_legendary,defensive_profile,weaknesses,role
jumpluff,grass,flying,75,55,70,55,95,110,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 1.0, 'grass': 0.25, 'ice': 4, 'fighting': 0.5, 'poison': 2, 'ground': 0.0, 'flying': 2, 'psychic': 1, 'bug': 1.0, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'rock']",defensive support
aipom,normal,,55,70,55,40,55,85,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],balanced
sunkern,grass,,30,30,30,30,30,30,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug']",balanced
sunflora,grass,,75,75,55,105,85,30,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug']",special attacker
yanma,bug,flying,65,65,45,75,45,95,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.25, 'ice': 2, 'fighting': 0.25, 'poison': 1, 'ground': 0.0, 'flying': 2, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'electric', 'ice', 'flying', 'rock']",balanced
wooper,water,ground,55,45,45,25,25,15,False,"{'normal': 1, 'fire': 0.5, 'water': 1.0, 'electric': 0, 'grass': 4, 'ice': 1.0, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['grass'],balanced
quagsire,water,ground,95,85,85,65,65,35,False,"{'normal': 1, 'fire': 0.5, 'water': 1.0, 'electric': 0, 'grass': 4, 'ice': 1.0, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['grass'],bulky defender
espeon,psychic,,65,65,60,130,95,110,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",fast attacker
umbreon,dark,,95,65,110,60,130,65,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['fighting', 'bug', 'fairy']",bulky defender
murkrow,dark,flying,60,85,42,85,42,91,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 1.0, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 0, 'bug': 1.0, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['electric', 'ice', 'rock', 'fairy']",balanced
slowking,water,psychic,95,75,80,100,110,30,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 0.5, 'fairy': 1}","['electric', 'grass', 'bug', 'ghost', 'dark']",special attacker
misdreavus,ghost,,60,60,60,85,85,85,False,"{'normal': 0, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['ghost', 'dark']",balanced
unown,psychic,,48,72,48,72,48,48,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",balanced
wobbuffet,psychic,,190,33,58,33,58,33,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'ghost', 'dark']",balanced
girafarig,normal,psychic,70,80,65,90,65,85,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1.0, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['bug', 'dark']",balanced
pineco,bug,,50,65,90,35,35,15,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'flying', 'rock']",defensive support
forretress,bug,steel,75,90,140,60,60,40,False,"{'normal': 0.5, 'fire': 4, 'water': 1, 'electric': 1, 'grass': 0.25, 'ice': 0.5, 'fighting': 1.0, 'poison': 0, 'ground': 1.0, 'flying': 1.0, 'psychic': 0.5, 'bug': 0.5, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}",['fire'],defensive support
dunsparce,normal,,100,70,70,65,65,45,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],balanced
gligar,ground,flying,65,75,105,35,65,85,False,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0, 'grass': 1.0, 'ice': 4, 'fighting': 0.5, 'poison': 0.5, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 1.0, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['water', 'ice']",defensive support
steelix,steel,ground,75,85,200,55,65,30,False,"{'normal': 0.5, 'fire': 2, 'water': 2, 'electric': 0, 'grass': 1.0, 'ice': 1.0, 'fighting': 2, 'poison': 0.0, 'ground': 2, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.5, 'rock': 0.25, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['fire', 'water', 'fighting', 'ground']",defensive support
snubbull,fairy,,60,80,50,40,40,30,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 1, 'ghost': 1, 'dragon': 0, 'dark': 0.5, 'steel': 2, 'fairy': 1}","['poison', 'steel']",balanced
granbull,fairy,,90,120,75,60,60,45,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 0.5, 'poison': 2, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 1, 'ghost': 1, 'dragon': 0, 'dark': 0.5, 'steel': 2, 'fairy': 1}","['poison', 'steel']",physical attacker
qwilfish,water,poison,65,95,85,55,55,85,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 1.0, 'ice': 0.5, 'fighting': 0.5, 'poison': 0.5, 'ground': 2, 'flying': 1, 'psychic': 2, 'bug': 0.5, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['electric', 'ground', 'psychic']",balanced
scizor,bug,steel,70,130,100,55,80,65,False,"{'normal': 0.5, 'fire': 4, 'water': 1, 'electric': 1, 'grass': 0.25, 'ice': 0.5, 'fighting': 1.0, 'poison': 0, 'ground': 1.0, 'flying': 1.0, 'psychic': 0.5, 'bug': 0.5, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}",['fire'],physical attacker
shuckle,bug,rock,20,10,230,10,230,5,False,"{'normal': 0.5, 'fire': 1.0, 'water': 2, 'electric': 1, 'grass': 1.0, 'ice': 1, 'fighting': 1.0, 'poison': 0.5, 'ground': 1.0, 'flying': 1.0, 'psychic': 1, 'bug': 1, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['water', 'rock', 'steel']",defensive support
heracross,bug,fighting,80,125,75,40,95,85,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 0.5, 'ice': 1, 'fighting': 0.5, 'poison': 1, 'ground': 0.5, 'flying': 4, 'psychic': 2, 'bug': 0.5, 'rock': 1.0, 'ghost': 1, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['fire', 'flying', 'psychic', 'fairy']",physical attacker
sneasel,dark,ice,55,95,55,35,75,115,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 4, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0, 'bug': 2, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 2, 'fairy': 2}","['fire', 'fighting', 'bug', 'rock', 'steel', 'fairy']",fast attacker
teddiursa,normal,,60,80,50,50,50,40,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],balanced
ursaring,normal,,90,130,75,75,75,55,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],physical attacker
slugma,fire,,40,40,40,70,40,20,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['water', 'ground', 'rock']",balanced
magcargo,fire,rock,60,50,120,90,80,30,False,"{'normal': 0.5, 'fire': 0.25, 'water': 4, 'electric': 1, 'grass': 1.0, 'ice': 0.5, 'fighting': 2, 'poison': 0.5, 'ground': 4, 'flying': 0.5, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 0.5}","['water', 'fighting', 'ground', 'rock']",defensive support
swinub,ice,ground,50,50,40,30,30,50,False,"{'normal': 1, 'fire': 2, 'water': 2, 'electric': 0, 'grass': 2, 'ice': 1.0, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1.0, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'water', 'grass', 'fighting', 'steel']",balanced
piloswine,ice,ground,100,100,80,60,60,50,False,"{'normal': 1, 'fire': 2, 'water': 2, 'electric': 0, 'grass': 2, 'ice': 1.0, 'fighting': 2, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1.0, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'water', 'grass', 'fighting', 'steel']",physical attacker
corsola,water,rock,65,55,95,65,95,35,False,"{'normal': 0.5, 'fire': 0.25, 'water': 1.0, 'electric': 2, 'grass': 4, 'ice': 0.5, 'fighting': 2, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1.0, 'fairy': 1}","['electric', 'grass', 'fighting', 'ground']",defensive support
remoraid,water,,35,65,35,65,35,65,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",balanced
octillery,water,,75,105,75,105,75,45,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",physical attacker
delibird,ice,flying,45,55,45,65,45,75,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 1.0, 'fighting': 1.0, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 4, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['fire', 'electric', 'rock', 'steel']",balanced
mantine,water,flying,85,40,70,80,140,70,False,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 4, 'grass': 1.0, 'ice': 1.0, 'fighting': 0.5, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'rock']",bulky defender
skarmory,steel,flying,65,80,140,40,70,70,False,"{'normal': 0.5, 'fire': 2, 'water': 1, 'electric': 2, 'grass': 0.25, 'ice': 1.0, 'fighting': 1.0, 'poison': 0, 'ground': 0, 'flying': 0.5, 'psychic': 0.5, 'bug': 0.25, 'rock': 1.0, 'ghost': 1, 'dragon': 0.5, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['fire', 'electric']",defensive support
houndour,dark,fire,45,60,30,80,50,65,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 0, 'bug': 1.0, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 1.0}","['water', 'fighting', 'ground', 'rock']",balanced
houndoom,dark,fire,75,90,50,110,80,95,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 2, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 0, 'bug': 1.0, 'rock': 2, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 1.0}","['water', 'fighting', 'ground', 'rock']",special attacker
kingdra,water,dragon,75,95,95,95,95,85,False,"{'normal': 1, 'fire': 0.25, 'water': 0.25, 'electric': 1.0, 'grass': 1.0, 'ice': 1.0, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 2, 'dark': 1, 'steel': 0.5, 'fairy': 2}","['dragon', 'fairy']",defensive support
phanpy,ground,,90,60,60,40,40,40,False,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['water', 'grass', 'ice']",balanced
donphan,ground,,90,120,120,60,60,50,False,"{'normal': 1, 'fire': 1, 'water': 2, 'electric': 0, 'grass': 2, 'ice': 2, 'fighting': 1, 'poison': 0.5, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['water', 'grass', 'ice']",physical attacker
porygon2,normal,,85,80,90,105,95,60,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],special attacker
stantler,normal,,73,95,62,85,65,85,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],balanced
smeargle,normal,,55,20,35,20,45,75,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],balanced
tyrogue,fighting,,35,35,35,35,35,35,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 2, 'psychic': 2, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['flying', 'psychic', 'fairy']",balanced
hitmontop,fighting,,50,95,95,35,110,70,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 2, 'psychic': 2, 'bug': 0.5, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 0.5, 'steel': 1, 'fairy': 2}","['flying', 'psychic', 'fairy']",defensive support
smoochum,ice,psychic,45,30,15,85,65,65,False,"{'normal': 1, 'fire': 2, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 0.5, 'fighting': 1.0, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 0.5, 'bug': 2, 'rock': 2, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 2, 'fairy': 1}","['fire', 'bug', 'rock', 'ghost', 'dark', 'steel']",balanced
elekid,electric,,45,63,37,65,55,95,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['ground'],balanced
magby,fire,,45,75,37,70,55,83,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['water', 'ground', 'rock']",balanced
miltank,normal,,95,80,105,40,70,100,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],bulky defender
blissey,normal,,255,10,10,75,135,55,False,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 1, 'grass': 1, 'ice': 1, 'fighting': 2, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 0, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}",['fighting'],bulky defender
raikou,electric,,90,85,75,115,100,115,True,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 0.5, 'grass': 1, 'ice': 1, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}",['ground'],fast attacker
entei,fire,,115,115,85,90,75,100,True,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['water', 'ground', 'rock']",fast attacker
suicune,water,,100,75,115,90,115,85,True,"{'normal': 1, 'fire': 0.5, 'water': 0.5, 'electric': 2, 'grass': 2, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 1, 'flying': 1, 'psychic': 1, 'bug': 1, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 1}","['electric', 'grass']",bulky defender
larvitar,rock,ground,50,64,50,45,50,41,False,"{'normal': 0.5, 'fire': 0.5, 'water': 4, 'electric': 0, 'grass': 4, 'ice': 2, 'fighting': 2, 'poison': 0.25, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['water', 'grass', 'ice', 'fighting', 'ground', 'steel']",balanced
pupitar,rock,ground,70,84,70,65,70,51,False,"{'normal': 0.5, 'fire': 0.5, 'water': 4, 'electric': 0, 'grass': 4, 'ice': 2, 'fighting': 2, 'poison': 0.25, 'ground': 2, 'flying': 0.5, 'psychic': 1, 'bug': 1, 'rock': 0.5, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 2, 'fairy': 1}","['water', 'grass', 'ice', 'fighting', 'ground', 'steel']",balanced
tyranitar,rock,dark,100,134,110,95,100,61,False,"{'normal': 0.5, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 2, 'ice': 1, 'fighting': 4, 'poison': 0.5, 'ground': 2, 'flying': 0.5, 'psychic': 0, 'bug': 2, 'rock': 1, 'ghost': 0.5, 'dragon': 1, 'dark': 0.5, 'steel': 2, 'fairy': 2}","['water', 'grass', 'fighting', 'ground', 'bug', 'steel', 'fairy']",physical attacker
lugia,psychic,flying,106,90,130,90,154,110,True,"{'normal': 1, 'fire': 1, 'water': 1, 'electric': 2, 'grass': 0.5, 'ice': 2, 'fighting': 0.25, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 0.5, 'bug': 1.0, 'rock': 2, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['electric', 'ice', 'rock', 'ghost', 'dark']",fast attacker
ho-oh,fire,flying,106,130,90,110,154,90,True,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 2, 'grass': 0.25, 'ice': 1.0, 'fighting': 0.5, 'poison': 1, 'ground': 0, 'flying': 1, 'psychic': 1, 'bug': 0.25, 'rock': 4, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['water', 'electric', 'rock']",physical attacker
celebi,psychic,grass,100,100,100,100,100,100,True,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 0.5, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 0.5, 'bug': 4, 'rock': 1, 'ghost': 2, 'dragon': 1, 'dark': 2, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug', 'ghost', 'dark']",fast attacker
treecko,grass,,40,45,35,65,55,70,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug']",balanced
grovyle,grass,,50,65,45,85,65,95,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug']",balanced
sceptile,grass,,70,85,65,105,85,120,False,"{'normal': 1, 'fire': 2, 'water': 0.5, 'electric': 0.5, 'grass': 0.5, 'ice': 2, 'fighting': 1, 'poison': 2, 'ground': 0.5, 'flying': 2, 'psychic': 1, 'bug': 2, 'rock': 1, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 1, 'fairy': 1}","['fire', 'ice', 'poison', 'flying', 'bug']",fast attacker
torchic,fire,,45,60,40,70,50,45,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 1, 'psychic': 1, 'bug': 0.5, 'rock': 2, 'ghost': 1, 'dragon': 1, 'dark': 1, 'steel': 0.5, 'fairy': 0.5}","['water', 'ground', 'rock']",balanced
combusken,fire,fighting,60,85,60,85,60,55,False,"{'normal': 1, 'fire': 0.5, 'water': 2, 'electric': 1, 'grass': 0.5, 'ice': 0.5, 'fighting': 1, 'poison': 1, 'ground': 2, 'flying': 2, 'psychic': 2, 'bug': 0.25, 'rock': 1.0, 'ghost': 1, 'dragon': 1, 'dark': 0.5, 'steel': 0.5, 'fairy': 1.0}","['water', 'ground', 'flying', 'psychic']",balanced
